county,precinct,office,district,candidate,party,votes
Union,Cranford District 23,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,239
Union,Cranford District 24,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,156
Union,Cranford District 25,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,130
Union,Cranford District 26,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,264
Union,Cranford District 27,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,217
Union,Cranford District 28,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,198
Union,Cranford District 29,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,220
Union,Cranford District 30,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,171
Union,Cranford Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,729
Union,Cranford Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,40
Union,Cranford Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,44
Union,Elizabeth Ward 1 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,344
Union,Elizabeth Ward 1 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,456
Union,Elizabeth Ward 1 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,390
Union,Elizabeth Ward 1 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,462
Union,Elizabeth Ward 1 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,496
Union,Elizabeth Ward 1 District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,662
Union,Elizabeth Ward 1 District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,242
Union,Elizabeth Ward 1 District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,317
Union,Elizabeth Ward 2 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,280
Union,Elizabeth Ward 2 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,554
Union,Elizabeth Ward 2 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,425
Union,Elizabeth Ward 2 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,412
Union,Elizabeth Ward 2 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,354
Union,Elizabeth Ward 2 District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,618
Union,Elizabeth Ward 2 District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,203
Union,Elizabeth Ward 2 District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,322
Union,Elizabeth Ward 2 District 9,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,334
Union,Elizabeth Ward 2 District 10,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,252
Union,Elizabeth Ward 3 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,195
Union,Elizabeth Ward 3 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,241
Union,Elizabeth Ward 3 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,154
Union,Elizabeth Ward 3 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,271
Union,Elizabeth Ward 3 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,356
Union,Elizabeth Ward 3 District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,559
Union,Elizabeth Ward 3 District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,330
Union,Elizabeth Ward 3 District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,277
Union,Elizabeth Ward 3 District 9,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,309
Union,Elizabeth Ward 3 District 10,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,647
Union,Elizabeth Ward 3 District 11,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,270
Union,Elizabeth Ward 3 District 12,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,502
Union,Elizabeth Ward 4 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,388
Union,Elizabeth Ward 4 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,393
Union,Elizabeth Ward 4 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,374
Union,Elizabeth Ward 4 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,421
Union,Elizabeth Ward 4 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,344
Union,Elizabeth Ward 4 District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,253
Union,Elizabeth Ward 4 District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,810
Union,Elizabeth Ward 4 District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,475
Union,Elizabeth Ward 4 District 9,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,415
Union,Elizabeth Ward 5 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,550
Union,Elizabeth Ward 5 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,306
Union,Elizabeth Ward 5 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,457
Union,Elizabeth Ward 5 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,254
Union,Elizabeth Ward 5 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,318
Union,Elizabeth Ward 5 District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,308
Union,Elizabeth Ward 5 District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,469
Union,Elizabeth Ward 5 District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,441
Union,Elizabeth Ward 5 District 9,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,468
Union,Elizabeth Ward 5 District 10,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,309
Union,Elizabeth Ward 5 District 11,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,477
Union,Elizabeth Ward 6 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,214
Union,Elizabeth Ward 6 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,230
Union,Elizabeth Ward 6 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,457
Union,Elizabeth Ward 6 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,251
Union,Elizabeth Ward 6 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,528
Union,Elizabeth Ward 6 District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,325
Union,Elizabeth Ward 6 District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,246
Union,Elizabeth Ward 6 District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,455
Union,Elizabeth Ward 1 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,476
Union,Elizabeth Ward 2 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,381
Union,Elizabeth Ward 3 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,405
Union,Elizabeth Ward 4 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,364
Union,Elizabeth Ward 5 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,352
Union,Elizabeth Ward 6 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,377
Union,Elizabeth Ward 1 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,187
Union,Elizabeth Ward 2 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,151
Union,Elizabeth Ward 3 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,123
Union,Elizabeth Ward 4 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,132
Union,Elizabeth Ward 5 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,197
Union,Elizabeth Ward 6 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,112
Union,Elizabeth Ward 1 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,3
Union,Elizabeth Ward 2 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,9
Union,Elizabeth Ward 3 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,31
Union,Elizabeth Ward 4 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,13
Union,Elizabeth Ward 5 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,7
Union,Elizabeth Ward 6 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,3
Union,Fanwood District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,327
Union,Fanwood District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,216
Union,Fanwood District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,414
Union,Fanwood District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,348
Union,Fanwood District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,355
Union,Fanwood District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,301
Union,Fanwood District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,299
Union,Fanwood Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,256
Union,Fanwood Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,9
Union,Fanwood Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,17
Union,Garwood District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,251
Union,Garwood District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,293
Union,Garwood District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,237
Union,Garwood District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,164
Union,Garwood Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,72
Union,Garwood Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,4
Union,Garwood Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,5
Union,Hillside Ward 1 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,870
Union,Hillside Ward 1 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,561
Union,Hillside Ward 1 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,560
Union,Hillside Ward 2 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,650
Union,Hillside Ward 2 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,633
Union,Hillside Ward 2 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,584
Union,Hillside Ward 3 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,629
Union,Hillside Ward 3 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,627
Union,Hillside Ward 3 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,474
Union,Hillside Ward 4 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,346
Union,Hillside Ward 4 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,270
Union,Hillside Ward 4 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,386
Union,Hillside Ward 4 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,670
Union,Hillside Ward 1 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,75
Union,Hillside Ward 2 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,69
Union,Hillside Ward 3 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,57
Union,Hillside Ward 4 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,91
Union,Hillside Ward 1 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,32
Union,Hillside Ward 2 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,31
Union,Hillside Ward 3 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,14
Union,Hillside Ward 4 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,21
Union,Hillside Ward 1 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,3
Union,Hillside Ward 2 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,3
Union,Hillside Ward 3 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,3
Union,Hillside Ward 4 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,4
Union,Kenilworth District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,267
Union,Kenilworth District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,179
Union,Kenilworth District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,265
Union,Kenilworth District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,212
Union,Kenilworth District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,225
Union,Kenilworth District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,226
Union,Kenilworth Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,98
Union,Kenilworth Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,12
Union,Kenilworth Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,7
Union,Linden Ward 1 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,464
Union,Linden Ward 1 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,284
Union,Linden Ward 1 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,254
Union,Linden Ward 2 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,331
Union,Linden Ward 2 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,236
Union,Linden Ward 2 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,228
Union,Linden Ward 3 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,389
Union,Linden Ward 3 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,206
Union,Linden Ward 3 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,489
Union,Linden Ward 4 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,534
Union,Linden Ward 4 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,439
Union,Linden Ward 4 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,348
Union,Linden Ward 4 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,303
Union,Linden Ward 5 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,280
Union,Linden Ward 5 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,364
Union,Linden Ward 5 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,300
Union,Linden Ward 5 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,314
Union,Linden Ward 6 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,221
Union,Linden Ward 6 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,266
Union,Linden Ward 6 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,293
Union,Linden Ward 7 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,216
Union,Linden Ward 7 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,441
Union,Linden Ward 7 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,319
Union,Linden Ward 8 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,209
Union,Linden Ward 8 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,214
Union,Linden Ward 8 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,388
Union,Linden Ward 8 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,303
Union,Linden Ward 9 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,245
Union,Linden Ward 9 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,190
Union,Linden Ward 9 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,163
Union,Linden Ward 9 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,209
Union,Linden Ward 9 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,143
Union,Linden Ward 10 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,239
Union,Linden Ward 10 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,142
Union,Linden Ward 10 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,313
Union,Linden Ward 10 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,187
Union,Linden Ward 1 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,33
Union,Linden Ward 2 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,35
Union,Linden Ward 3 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,52
Union,Linden Ward 4 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,40
Union,Linden Ward 5 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,54
Union,Linden Ward 6 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,33
Union,Linden Ward 7 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,29
Union,Linden Ward 8 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,65
Union,Linden Ward 9 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,62
Union,Linden Ward 10 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,64
Union,Linden Ward 1 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,8
Union,Linden Ward 2 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,16
Union,Linden Ward 3 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,19
Union,Linden Ward 4 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,29
Union,Linden Ward 5 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,19
Union,Linden Ward 6 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,7
Union,Linden Ward 7 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,8
Union,Linden Ward 8 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,11
Union,Linden Ward 9 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,10
Union,Linden Ward 10 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,6
Union,Linden Ward 1 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,3
Union,Linden Ward 2 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,9
Union,Linden Ward 3 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,2
Union,Linden Ward 4 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,0
Union,Linden Ward 5 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,2
Union,Linden Ward 6 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,4
Union,Linden Ward 7 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,0
Union,Linden Ward 8 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,0
Union,Linden Ward 9 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,4
Union,Linden Ward 10 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,7
Union,Mountainside District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,157
Union,Mountainside District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,140
Union,Mountainside District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,187
Union,Mountainside District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,137
Union,Mountainside District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,188
Union,Mountainside District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,159
Union,Mountainside District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,167
